Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
12/02/2018,"34B SEASON PARK, NEWTOWNMOUNTKENNEDY, CO. WICKLOW",,Wicklow,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2021,"21 ROSEWOOD GROVE, BALGADDY, LUCAN SOUTH",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"21 WRENBANK, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"11 OAK PARK COURT, CRADDOCKSTOWN, NAAS",,Kildare,"€286,340.00",No,Yes,New Dwelling house /Apartment,
16/12/2013,"Carrownamaddy, Burt",,Donegal,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"AUGHMAGREE, KILTEEVAN, ROSCOMMON",,Roscommon,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"23 THE EDEN, PROSPECT HILL, FINGLAS RD DUBLIN 11",Dublin 11,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2018,"KILLEEN, SWINFORD, MAYO",,Mayo,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2019,"CARROWDUREEN, SKREEN, COUNTY SLIGO",,Sligo,"€29,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"GLENAKANE, BALLYNAKILL, BALLICKMOYLER",,Carlow,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2016,"Site No. 16, The Park, Piper's Hill",,Kildare,"€295,154.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/04/2010,"Apartment 1 Levmoss Avenue, The Gallops, Sandyford",,Dublin,"€242,200.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/06/2017,"18 SHERWOOD PARK, ROBINSTOWN, MULLINGAR",,Westmeath,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2014,"Apartment 200 Bracken Hill, Simonsridge, Sandyford",Dublin 18,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2018,"42 DOLPHINS BARN BRIDGE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2013,"9 The Walk, Earlscourt, Kill",,Kildare,"€201,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"8 ST JAMES VILLAS, NEW ROSS, WEXFORD",,Wexford,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"Apt. 10  The Cornstore, Constitution Hill, Drogheda",,Louth,"€43,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2019,"5 Proby Place, Proby Square, Carysfort Avenue",,Dublin,"€1,097,356.00",No,Yes,New Dwelling house /Apartment,
24/11/2020,"BALLUNEW, TURLOUGH RD, CASTLEBAR MAYO",,Mayo,"€249,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2020,"13 Bay Meadows Avenue, Bay Meadows, Hollystown",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,
01/09/2015,"7 KINGSCOURT RD, CARRICKMACROSS, MONAGHAN",,Monaghan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2019,"THE DEN, BALLYBETAGH RD, KILTERNAN DUBLIN 18",Dublin 18,Dublin,"€805,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2010,"Unit 46 Laurel House, Carrickmines Green  Glenamuck Road, Carrickmines",,Dublin,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/06/2021,"CUNNAREEN, AUGHNACLIFFE, CO. LONGFORD",,Longford,"€38,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"114 REDFORD PARK, GREYSTONES, WICKLOW",,Wicklow,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"32 GLEN RICHARDS WOOD, POULSHONE, GOREY",,Wexford,"€199,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"24 RICHMOND RD, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"23 THOMAS ST, LIMERICK CITY, LIMERICK",,Limerick,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"33 NEW IRELAND RD, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€245,000.00",Yes,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/01/2019,"2 An TOilean, Craanford, Gorey",,Wexford,"€176,211.00",No,Yes,New Dwelling house /Apartment,
12/09/2018,"6 ARTILLERY PLACE, NEWBRIDGE, KILDARE",,Kildare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2013,"Apartment 40 Pembroke Square, Upper Grand Canal Street, Dublin 4",Dublin 4,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2012,"27 Templeview Row, Clarehall",,Dublin,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"60 Parkview Road, Parkview  Poppintree, Ballymun",Dublin 11,Dublin,"€86,123.35",No,Yes,New Dwelling house /Apartment,
05/12/2016,"8 GLENRYAN RD, CORK CITY, CORK",,Cork,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2013,"67 New Row Square, New Row South, Dublin 8",Dublin 8,Dublin,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2017,"3 GREENFIELD PARK, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2012,"74 Drimnagh Road, Walkinstown",Dublin 12,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"3 Barr An Aird, Heywood Road, Clonmel",,Tipperary,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2020,"WHITEHOUSE, ARDMORE RD, MULLINGAR",,Westmeath,"€542,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2021,"7 BEECHWOOD AVENUE, RAPHOE, LIFFORD",,Donegal,"€60,690.00",Yes,No,New Dwelling house /Apartment,
16/01/2020,"8 THE MOORINGS, COBH, CORK",,Cork,"€82,161.11",No,No,Second-Hand Dwelling house /Apartment,
25/03/2019,"65 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€2,675,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2018,"4 TULLYBROOK LANE, OLD SLANE RD, DROGHEDA",,Louth,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2017,"105Willouise, Sallins",,Kildare,"€392,075.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/08/2020,"11 PHOENIX COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2012,"sruth glas, rosbrien",,Limerick,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"VASTINA HOUSE, CASTLETOWN GEOGHAN, MULLINGAR",,Westmeath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2012,"52 Leix Road, Cabra",,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"119 CASTLELAND COURT, BALBRIGGAN, DUBLIN",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2010,"Slievemore Road, Keel, Achill",,Mayo,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2015,"1 COLEVILLE AVE, COLEVILLE RD, CLONMEL",,Tipperary,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"14 OAKLAWN, KILLALA RD, BALLINA",,Mayo,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"3 MOYLARAGH MEWS, BALBRIGGAN, DUBLIN",,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"13 HOLYWELL DR, KINSEALY, CO DUBLIN",,Dublin,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"APT 126, BELLEVUE, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,"€302,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2020,"97 WOODBINE RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€173,462.84",Yes,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"22 Ballintyre Square, Ballintyre, Ballinteer",Dublin 16,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2018,"3 Rahillion Park, Donabate, County Dublin",,Dublin,"€387,665.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2013,"No 2 Castlepark, Graiguecullen",,Carlow,"€54,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/01/2010,"SITE 51  THE OAKS, LISCREAGH, MURROE",,Limerick,"€168,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/09/2019,"LIMEKILN COTTAGE, BATTLEBRIDGE, CARRICK ON SHANNON",,Roscommon,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2021,"CARRICKNAGORE, BRUCKLESS, CO. DONEGAL",,Donegal,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2015,"10A Hazelwood Apts, Northwood, Santry",Dublin 9,Dublin,"€103,524.23",No,No,Second-Hand Dwelling house /Apartment,
15/05/2015,"187 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2021,"15D GLEBE GARDENS, CLONAKILTY, CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2020,"44 Belarmine Drive, Belarmine Woods, Stepaside",,Dublin,"€524,229.07",No,Yes,New Dwelling house /Apartment,
19/07/2021,"119 BLACKCASTLE DEMESNE, SLANE ROAD, NAVAN",,Meath,"€25,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"BRISRA, MANORKILBRIDE, WICKLOW",,Wicklow,"€289,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2016,"47 FARMLEIGH AVE, BLACKROCK, DUBLIN",,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2012,"36 Tycor Avenue, Waterford",,Waterford,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2014,"DRUMERKILLEW, KILL, COOTEHILL",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2018,"217 SWIFTWOOD, GARTERS LANE, SAGGART",Dublin 24,Dublin,"€185,022.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2018,"99 The Drive, Kill St Lawrence, Airport Road",,Waterford,"€199,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2015,"TIERLAHOOD UPPER, STRADONE, CO CAVAN",,Cavan,"€59,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2017,"17 LISNAREE, STROKESTOWN, ROSCOMMON",,Roscommon,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"9 ST PATRICKS TERRACE, MAUDLIN RD, MAUDLIN",,Meath,"€90,898.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2015,"17 Bracken View, Bracken Park  Carpenterstown Road, Castleknock  Dublin 15",Dublin 15,Dublin,"€348,018.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/10/2021,"17 THE PADDOCKS, WESTBURY, CORBALLY",,Clare,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"26 Valley Park Drive, Finglas, Dublin 11",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2018,"3 ORCHARD CLOSE, ATHLONE RD, KINNEGAD",,Westmeath,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2018,"OAKLANDS MILLQUARTER, MONASEED, GOREY",,Wexford,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"6 ARD FATIMA, CLONMEL, CO TIPPERARY",,Tipperary,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"6 MASK DR, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"15 HARBOUR VIEW, SEAVIEW, CLIFDEN",,Galway,"€103,524.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2017,"ERVALLAGH, ROUNDSTONE, GALWAY",,Galway,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"12 Seabrook, Brook Lane, Rush",,Dublin,"€259,911.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/03/2012,"199 Knockaphuca, Castledermot",,Kildare,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2015,"HEIDELBERG, NEWCASTLE RD, RATHCOOLE",Dublin 24,Dublin,"€391,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"133 NEWBOROUGH, GOREY, CO WEXFORD",,Wexford,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2020,"109 ST MOBHI RD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€632,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"DROMAGH, MALLOW, COUNTY CORK",,Cork,"€146,250.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"1463 ASSUMPTA VILLAS, KILDARE, COUNTY KILDARE",,Kildare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2012,"No 11 Whitethorn, Kilcoole",,Wicklow,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2011,"6 Maddens Terrace, Clarecastle",,Clare,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2012,"The Wooden House, Kilmore Quay",,Wexford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2021,"25 ROS ARD, MONKSLAND, OLD TUAM RD",,Roscommon,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"10 GARDINERS WALK, RUSHBROOKE LINKS, COBH",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"RATHBAWN, BALLINACARROW, CO SLIGO",,Sligo,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"2 ARDEE TERRACE, SLIGO, SLIGO",,Sligo,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"67 WEST GATE, CORNMARKET, DUBLIN 8",,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2015,"7 BOLBROOK VILLAS, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2017,"45 GLYDE VIEW, TALLANSTOWN, LOUTH",,Louth,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2013,"erne court, belturbet",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"44 BALLISK COURT, DONABATE, DUBLIN",,Dublin,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2019,"TIMOLIN, MOONE, KILDARE",,Kildare,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"57 FOXBOROUGH RD, LUCAN, DUBLIN",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2020,"34 OAKWOOD, THE PADDOCKS, ENNISCORTHY",,Wexford,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2016,"6 DOORLEY PARK, RATHANGAN, KILDARE",,Kildare,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/06/2015,"211 Beechpark, Leixlip",,Kildare,"€317,180.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/02/2021,"10 ST FINTANS PARK, DEANSGRANGE, DUBLIN",,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,"1 CARNE GLAS GROVE, CARNE GLAS, GRACE DIEU",,Waterford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2018,"125 MALAHIDE ROAD, DONNYCARNEY",Dublin 3,Dublin,"€427,312.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/09/2019,"GLENFARNE, MOORSPARK, DONARD",,Wicklow,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2015,"33 CASTLEMANOR, DRUMALEE, CO CAVAN",,Cavan,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/03/2018,"1 NEW RD, MALLOW, CORK",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"21 Woodford Green, Newtowngore",,Leitrim,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/06/2017,"PARK UPPER, STRADBALLY RD, PORTLAOISE",,Laois,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"13 TREEPARK DR, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2021,"BEECH HOUSE, PAULSTOWN, CO KILKENNY",,Kilkenny,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"34 RYEBRIDGE AVE, KILCOCK, KILDARE",,Kildare,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"28 HAMPTON GARDENS AVENUE, BALBRIGAN, DUBLIN",,Dublin,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2016,"21 WOODLAWN, KILLARNEY, KERRY",,Kerry,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2015,"33 ESKER GATE, PORTLAOISE RD, MOUNTMELLICK",,Laois,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"25 Kilheale Drive, Kilheale Manor, Kill",,Kildare,"€255,506.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/12/2017,"JUPA LODGE, COOLROE, ATHY",,Kildare,"€285,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"ARDLENY, KILNALECK, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2019,"96 Cnoc Tiarnach, Grange End, Dunshaughlin",,Meath,"€295,154.00",No,Yes,New Dwelling house /Apartment,
15/11/2012,"'SHARON', NORTH CIRCULAR ROAD",,Limerick,"€248,750.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2011,"18Lakeside, Carne",,Wexford,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2019,"62 GORT NA NULL, ROSSMANAGHER RD, SIXMILEBRIDGE",,Clare,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2010,"14 Esker Lawns, Lucan",,Dublin,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"CURRA, CRRIGAPHOKA, MACROOM",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"SANDIACRE, CASTLEWARDEN, STRAFFAN",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"BALLYTEGAN RD, GOREY, WEXFORD",,Wexford,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2018,"THE LANE, NEW PARK, ROSLEVAN",,Clare,"€450,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/01/2010,"14 castlegate downs, adamstown",,Dublin,"€224,669.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/05/2010,"41 Fortfield Drive, Kimmage",,Dublin,"€572,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2012,"61 Tymon Crescent, Old Bawn, Tallaght",,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2015,"22 ROSEHILL AVENUE, FIRIES, KILLARNEY",,Kerry,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2018,"KNOCKBAUN HOUSE, KILNADEEMA, LOUGHREA",,Galway,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"BALLYCRINE, ROSCREA, TIPPERARY",,Tipperary,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2011,"Apartment 5, Station Way, Clongriffin",,Dublin,"€118,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"AUGHALISTA, BALLAGHADERREEN, ROSCOMMON",,Roscommon,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2019,"Pulla, Gorteen, Ring",,Waterford,"€150,000.00",No,Yes,New Dwelling house /Apartment,
20/08/2010,"24 New Bawn Drive, Tallaght",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2017,"BALLYCLOUGH, CASTLETROY, LIMERICK",,Limerick,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2020,"83 BRU NA SIONNA, SHANNON, COUNTY CLARE",,Clare,"€2,275,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2020,"MULLAGHMORE, CASTLERAHAN, CAVAN",,Cavan,"€356,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2019,"OWERMORE, OWER, HEADFORD",,Galway,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2010,"33 Dealg Ban, Ladysbridge",,Cork,"€184,140.53",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
30/09/2021,"Apartment 14, First Floor - Block B, Belvoir",,Dublin,"€476,678.00",No,No,New Dwelling house /Apartment,
03/08/2018,"152 BEECHDALE, DUNBOYNE, MEATH",,Meath,"€330,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/02/2010,"Churstown, Fethard-on-Sea",,Wexford,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2012,"1  Portmarnock Walk, Portmarnock",,Kilkenny,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"1 DARTRY PARK, COOTEHILL, CAVAN",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"Apt 14  Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€150,842.57",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"26 PAIRC BHRIDE, ATHY, KILDARE",,Kildare,"€41,142.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"UPPER MAIN STREET, BALLYHAUNIS, MAYO",,Mayo,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2019,"9 CNOC NA SI, TUBBERCURRY, SLIGO",,Sligo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2013,"29 Carndonagh Drive, Donaghmede, Dublin 13",Dublin 13,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2010,"10 Shanakiel Park, Shanakiel, Cork",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2015,"MEADOW HOUSE, TOWNRATH RD, TOWNRATH DROGHEDA",,Louth,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2017,"56 RIVERDALE, LEIXLIP, KILDARE",,Kildare,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2010,"3 Holywell Grove, Kilcoole",,Wicklow,"€233,480.17",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/02/2017,"BUNDUFF, SLIGO",,Sligo,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"7 WIDGEON STREET, ASTON VILLAGE TERMONFECKIN ROAD, DROGHEDA",,Louth,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2016,"CORROVOLLEY, BALLYDEHOB, CO CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"Knockmore, Drinagh",,Cork,"€233,000.00",No,Yes,New Dwelling house /Apartment,
25/03/2020,"1 ST MARTINS, HANNOVER ROAD, CARLOW",,Carlow,"€265,416.00",No,No,Second-Hand Dwelling house /Apartment,
